CPT only copyright 2018 American Medical Association. All rights reserved.,,,,,
,,,,,
"""2018 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)""
",,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17930,,,,,
DESCRIPTION,HCPCS,MODIFIER,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
CARDIOVASCULAR,33010,80S,N/A,$0.00,$0.00
CARDIOVASCULAR,33010,OTHER,"6,344","$619,290.70","$480,735.06"
LYMPHATIC,38790,TOTAL,"1,034","$67,476.32","$52,398.30"
LYMPHATIC,38792,80S,N/A,$0.00,$0.00
LYMPHATIC,38792,SG,N/A,$0.00,$0.00
LYMPHATIC,38792,OTHER,"32,150","$1,001,041.27","$768,474.61"
LYMPHATIC,38792,TOTAL,"32,150","$1,001,041.27","$768,474.61"
LYMPHATIC,38794,OTHER,67,"$11,278.98","$8,840.34"
LYMPHATIC,38794,TOTAL,67,"$11,278.98","$8,840.34"
LYMPHATIC,38900,80S,429,"$8,947.17","$6,977.85"
LYMPHATIC,38900,SG,N/A,$0.00,$0.00
LYMPHATIC,38900,OTHER,"42,331","$6,116,932.19","$4,758,604.06"
LYMPHATIC,38900,TOTAL,"42,760","$6,125,879.36","$4,765,581.91"
LYMPHATIC,38999,80S,74,"$2,739.90","$2,148.23"
LYMPHATIC,38999,OTHER,"1,080","$240,950.23","$188,003.65"
LYMPHATIC,38999,TOTAL,"1,154","$243,690.13","$190,151.88"
MALE GENITALIA,54000,80S,N/A,$0.00,$0.00
MALE GENITALIA,54000,OTHER,24,"$2,783.81","$2,088.64"
MALE GENITALIA,54000,TOTAL,24,"$2,783.81","$2,088.64"
MALE GENITALIA,54001,80S,N/A,$0.00,$0.00
MALE GENITALIA,54001,SG,N/A,"$6,587.78","$5,021.35"
MALE GENITALIA,54001,OTHER,"1,972","$361,288.73","$274,460.27"
MALE GENITALIA,54001,TOTAL,"1,981","$367,876.51","$279,481.62"
MALE GENITALIA,54015,80S,N/A,$21.34,$16.73
MALE GENITALIA,54015,OTHER,92,"$26,099.70","$20,056.01"
MALE GENITALIA,54015,TOTAL,93,"$26,121.04","$20,072.74"
MALE GENITALIA,54050,OTHER,676,"$81,391.19","$57,179.09"
MALE GENITALIA,54050,TOTAL,676,"$81,391.19","$57,179.09"
MALE GENITALIA,54055,OTHER,423,"$45,829.53","$33,072.75"
MALE GENITALIA,54055,TOTAL,423,"$45,829.53","$33,072.75"
MALE GENITALIA,54056,OTHER,"5,410","$760,141.72","$543,633.76"
MALE GENITALIA,54056,TOTAL,"5,410","$760,141.72","$543,633.76"
MALE GENITALIA,54057,OTHER,249,"$47,178.69","$35,231.63"
MALE GENITALIA,54057,TOTAL,249,"$47,178.69","$35,231.63"
MALE GENITALIA,54060,80S,N/A,$0.00,$0.00
MALE GENITALIA,54060,SG,N/A,"$2,558.42","$2,005.79"
MALE GENITALIA,54060,OTHER,885,"$191,838.31","$144,212.01"
MALE GENITALIA,54060,TOTAL,888,"$194,396.73","$146,217.80"
MALE GENITALIA,54065,SG,N/A,"$1,529.58","$1,199.20"
MALE GENITALIA,54065,OTHER,"1,366","$318,943.00","$236,971.95"
MALE GENITALIA,54065,TOTAL,"1,368","$320,472.58","$238,171.15"
MALE GENITALIA,54100,80S,N/A,$0.00,$0.00
MALE GENITALIA,54100,SG,N/A,"$1,468.95","$1,140.47"
MALE GENITALIA,54100,OTHER,"3,555","$642,010.51","$476,670.38"
MALE GENITALIA,54100,TOTAL,"3,558","$643,479.46","$477,810.85"
MALE GENITALIA,54105,80S,N/A,$0.00,$0.00
MALE GENITALIA,54105,OTHER,272,"$69,569.69","$53,578.68"
MALE GENITALIA,54105,TOTAL,272,"$69,569.69","$53,578.68"
MALE GENITALIA,54110,80S,45,"$3,799.44","$2,972.09"
MALE GENITALIA,54110,OTHER,87,"$53,865.33","$40,847.59"
MALE GENITALIA,54110,TOTAL,132,"$57,664.77","$43,819.68"
MALE GENITALIA,54111,80S,N/A,$978.21,$765.95
MALE GENITALIA,54111,OTHER,28,"$22,405.64","$17,424.34"
MALE GENITALIA,54111,TOTAL,36,"$23,383.85","$18,190.29"
MALE GENITALIA,54112,80S,N/A,$873.53,$684.84
MALE GENITALIA,54112,SG,N/A,"$3,649.97",$403.07
MALE GENITALIA,54112,OTHER,39,"$38,431.41","$29,501.61"
MALE GENITALIA,54112,TOTAL,46,"$42,954.91","$30,589.52"
MALE GENITALIA,54115,80S,N/A,$34.70,$27.20
MALE GENITALIA,54115,OTHER,53,"$21,682.68","$16,854.51"
MALE GENITALIA,54115,TOTAL,54,"$21,717.38","$16,881.71"
MALE GENITALIA,54120,80S,46,"$4,608.88","$3,611.84"
MALE GENITALIA,54120,OTHER,462,"$280,460.97","$217,503.56"
MALE GENITALIA,54120,TOTAL,508,"$285,069.85","$221,115.40"
MALE GENITALIA,54125,80S,24,"$2,796.25","$2,192.25"
MALE GENITALIA,54125,OTHER,169,"$122,035.47","$94,836.46"
MALE GENITALIA,54125,TOTAL,193,"$124,831.72","$97,028.71"
MALE GENITALIA,54130,OTHER,N/A,"$7,951.29","$6,233.80"
MALE GENITALIA,54130,TOTAL,N/A,"$7,951.29","$6,233.80"
MALE GENITALIA,54135,OTHER,N/A,"$1,596.79","$1,251.88"
MALE GENITALIA,54135,TOTAL,N/A,"$1,596.79","$1,251.88"
MALE GENITALIA,54150,80S,N/A,$0.00,$0.00
MALE GENITALIA,54150,SG,N/A,"$2,368.82","$1,857.15"
MALE GENITALIA,54150,OTHER,331,"$67,376.30","$51,905.74"
MALE GENITALIA,54150,TOTAL,334,"$69,745.12","$53,762.89"
MALE GENITALIA,54160,OTHER,13,"$1,766.38","$1,378.89"
MALE GENITALIA,54160,TOTAL,13,"$1,766.38","$1,378.89"
MALE GENITALIA,54161,80S,N/A,$0.00,$0.00
MALE GENITALIA,54161,SG,57,"$43,869.77","$32,928.73"
MALE GENITALIA,54161,OTHER,"10,280","$2,804,911.82","$2,136,732.12"
MALE GENITALIA,54161,TOTAL,"10,337","$2,848,781.59","$2,169,660.85"
MALE GENITALIA,54162,80S,N/A,$0.00,$0.00
MALE GENITALIA,54162,SG,N/A,"$1,085.84",$851.31
MALE GENITALIA,54162,OTHER,321,"$87,284.20","$66,040.34"
MALE GENITALIA,54162,TOTAL,323,"$88,370.04","$66,891.65"
MALE GENITALIA,54163,80S,N/A,$0.00,$0.00
MALE GENITALIA,54163,SG,N/A,$740.18,$580.30
MALE GENITALIA,54163,OTHER,278,"$77,592.73","$58,723.15"
MALE GENITALIA,54163,TOTAL,279,"$78,332.91","$59,303.45"
MALE GENITALIA,54164,SG,N/A,$844.02,$661.72
MALE GENITALIA,54164,OTHER,133,"$26,886.57","$19,904.84"
MALE GENITALIA,54164,TOTAL,134,"$27,730.59","$20,566.56"
MALE GENITALIA,54200,OTHER,"7,470","$814,904.15","$600,609.68"
MALE GENITALIA,54200,TOTAL,"7,470","$814,904.15","$600,609.68"
MALE GENITALIA,54205,OTHER,N/A,"$1,451.33","$1,137.84"
MALE GENITALIA,54205,TOTAL,N/A,"$1,451.33","$1,137.84"
MALE GENITALIA,54220,OTHER,784,"$113,717.07","$85,091.75"
MALE GENITALIA,54220,TOTAL,784,"$113,717.07","$85,091.75"
MALE GENITALIA,54230,OTHER,73,"$6,550.01","$4,822.06"
MALE GENITALIA,54230,TOTAL,73,"$6,550.01","$4,822.06"
MALE GENITALIA,54231,OTHER,71,"$10,052.86","$7,605.42"
MALE GENITALIA,54231,TOTAL,71,"$10,052.86","$7,605.42"
MALE GENITALIA,54235,80S,N/A,$0.00,$0.00
MALE GENITALIA,54235,OTHER,"19,094","$1,670,598.45","$1,226,582.84"
MALE GENITALIA,54235,TOTAL,"19,094","$1,670,598.45","$1,226,582.84"
MALE GENITALIA,54240,OTHER,151,"$15,504.73","$12,006.62"
MALE GENITALIA,54240,TOTAL,151,"$15,504.73","$12,006.62"
MALE GENITALIA,54250,OTHER,68,"$9,304.22","$6,904.58"
MALE GENITALIA,54250,TOTAL,68,"$9,304.22","$6,904.58"
MALE GENITALIA,54300,80S,12,$871.18,$683.01
MALE GENITALIA,54300,SG,N/A,"$1,210.84",$949.30
MALE GENITALIA,54300,OTHER,169,"$91,007.89","$70,139.38"
MALE GENITALIA,54300,TOTAL,182,"$93,089.91","$71,771.69"
MALE GENITALIA,54304,80S,N/A,$180.54,$141.54
MALE GENITALIA,54304,OTHER,39,"$26,666.59","$20,686.46"
MALE GENITALIA,54304,TOTAL,41,"$26,847.13","$20,828.00"
MALE GENITALIA,54308,OTHER,N/A,"$2,266.30","$1,776.77"
MALE GENITALIA,54308,TOTAL,N/A,"$2,266.30","$1,776.77"
MALE GENITALIA,54312,OTHER,N/A,$865.49,$678.54
MALE GENITALIA,54312,TOTAL,N/A,$865.49,$678.54
MALE GENITALIA,54316,OTHER,N/A,"$1,139.49",$884.42
MALE GENITALIA,54316,TOTAL,N/A,"$1,139.49",$884.42
MALE GENITALIA,54322,OTHER,13,"$9,962.42","$7,810.54"
MALE GENITALIA,54322,TOTAL,13,"$9,962.42","$7,810.54"
MALE GENITALIA,54324,80S,N/A,$276.34,$214.40
MALE GENITALIA,54324,OTHER,N/A,"$7,644.20","$5,993.05"
MALE GENITALIA,54324,TOTAL,N/A,"$7,920.54","$6,207.45"
MALE GENITALIA,54326,OTHER,11,"$10,568.45","$8,134.37"
MALE GENITALIA,54326,TOTAL,11,"$10,568.45","$8,134.37"
MALE GENITALIA,54328,OTHER,N/A,$671.25,$526.26
MALE GENITALIA,54328,TOTAL,N/A,$671.25,$526.26
MALE GENITALIA,54332,OTHER,N/A,"$1,142.34",$895.59
MALE GENITALIA,54332,TOTAL,N/A,"$1,142.34",$895.59
MALE GENITALIA,54336,OTHER,N/A,$0.00,$0.00
MALE GENITALIA,54336,TOTAL,N/A,$0.00,$0.00
MALE GENITALIA,54340,80S,N/A,$85.81,$67.28
MALE GENITALIA,54340,OTHER,N/A,"$5,626.74","$4,401.62"
MALE GENITALIA,54340,TOTAL,N/A,"$5,712.55","$4,468.90"
MALE GENITALIA,54344,80S,N/A,$38.58,$30.24
MALE GENITALIA,54344,OTHER,N/A,"$3,455.65","$2,709.22"
MALE GENITALIA,54344,TOTAL,N/A,"$3,494.23","$2,739.46"
MALE GENITALIA,54348,OTHER,N/A,"$4,306.00","$3,375.90"
MALE GENITALIA,54348,TOTAL,N/A,"$4,306.00","$3,375.90"
MALE GENITALIA,54352,OTHER,N/A,"$4,422.46","$3,467.21"
MALE GENITALIA,54352,TOTAL,N/A,"$4,422.46","$3,467.21"
MALE GENITALIA,54360,80S,107,"$7,222.61","$5,585.55"
MALE GENITALIA,54360,SG,N/A,"$1,709.85",$890.73
MALE GENITALIA,54360,OTHER,933,"$496,493.02","$383,567.61"
MALE GENITALIA,54360,TOTAL,"1,042","$505,425.48","$390,043.89"
MALE GENITALIA,54380,80S,N/A,$129.79,$101.75
MALE GENITALIA,54380,OTHER,N/A,$785.47,$615.81
MALE GENITALIA,54380,TOTAL,N/A,$915.26,$717.56
MALE GENITALIA,54400,80S,N/A,$0.00,$0.00
MALE GENITALIA,54400,OTHER,268,"$331,469.69","$258,028.39"
MALE GENITALIA,54400,TOTAL,268,"$331,469.69","$258,028.39"
MALE GENITALIA,54401,80S,N/A,$0.00,$0.00
MALE GENITALIA,54401,OTHER,97,"$83,194.72","$63,812.10"
MALE GENITALIA,54401,TOTAL,97,"$83,194.72","$63,812.10"
MALE GENITALIA,54405,80S,"1,070","$132,765.69","$101,941.75"
MALE GENITALIA,54405,SG,14,"$178,578.68","$140,005.72"
MALE GENITALIA,54405,OTHER,"5,903","$10,627,034.26","$8,211,490.94"
MALE GENITALIA,54405,TOTAL,"6,987","$10,938,378.63","$8,453,438.41"
MALE GENITALIA,54406,80S,80,"$8,863.15","$6,831.22"
MALE GENITALIA,54406,SG,N/A,"$2,299.06","$1,802.46"
MALE GENITALIA,54406,OTHER,845,"$614,486.14","$476,723.40"
MALE GENITALIA,54406,TOTAL,927,"$625,648.35","$485,357.08"
MALE GENITALIA,54408,80S,40,"$4,817.59","$3,623.10"
MALE GENITALIA,54408,SG,N/A,"$1,686.00","$1,321.82"
MALE GENITALIA,54408,OTHER,341,"$295,104.88","$228,843.98"
MALE GENITALIA,54408,TOTAL,382,"$301,608.47","$233,788.90"
MALE GENITALIA,54410,80S,215,"$28,843.98","$22,074.61"
MALE GENITALIA,54410,SG,N/A,"$37,477.50","$29,382.36"
MALE GENITALIA,54410,OTHER,"1,346","$2,129,504.89","$1,629,391.39"
MALE GENITALIA,54410,TOTAL,"1,564","$2,195,826.37","$1,680,848.36"
MALE GENITALIA,54411,80S,15,"$2,299.97","$1,801.88"
MALE GENITALIA,54411,OTHER,79,"$82,465.70","$64,373.08"
MALE GENITALIA,54411,TOTAL,94,"$84,765.67","$66,174.96"
MALE GENITALIA,54415,80S,N/A,$580.14,$454.10
MALE GENITALIA,54415,OTHER,144,"$74,360.74","$57,264.07"
MALE GENITALIA,54415,TOTAL,152,"$74,940.88","$57,718.17"
MALE GENITALIA,54416,80S,N/A,"$1,127.65",$884.09
MALE GENITALIA,54416,SG,N/A,"$12,379.11","$9,705.22"
MALE GENITALIA,54416,OTHER,107,"$111,249.85","$85,862.55"
MALE GENITALIA,54416,TOTAL,118,"$124,756.61","$96,451.86"
MALE GENITALIA,54417,80S,N/A,$860.79,$674.84
MALE GENITALIA,54417,OTHER,38,"$34,484.13","$26,848.51"
MALE GENITALIA,54417,TOTAL,44,"$35,344.92","$27,523.35"
MALE GENITALIA,54420,80S,N/A,$122.71,$96.21
MALE GENITALIA,54420,OTHER,24,"$17,319.78","$13,511.87"
MALE GENITALIA,54420,TOTAL,25,"$17,442.49","$13,608.08"
MALE GENITALIA,54430,80S,N/A,$113.49,$88.97
MALE GENITALIA,54430,OTHER,86,"$56,067.00","$43,736.91"
MALE GENITALIA,54430,TOTAL,87,"$56,180.49","$43,825.88"
MALE GENITALIA,54435,OTHER,73,"$30,199.48","$22,892.98"
MALE GENITALIA,54435,TOTAL,73,"$30,199.48","$22,892.98"
MALE GENITALIA,54437,80S,N/A,$647.52,$507.67
MALE GENITALIA,54437,OTHER,65,"$40,350.18","$30,391.88"
MALE GENITALIA,54437,TOTAL,71,"$40,997.70","$30,899.55"
MALE GENITALIA,54438,OTHER,N/A,"$1,882.74","$1,476.08"
MALE GENITALIA,54438,TOTAL,N/A,"$1,882.74","$1,476.08"
MALE GENITALIA,54440,80S,N/A,$99.31,$77.86
MALE GENITALIA,54440,OTHER,48,"$36,201.77","$27,620.33"
MALE GENITALIA,54440,TOTAL,50,"$36,301.08","$27,698.19"
MALE GENITALIA,54450,OTHER,"2,710","$162,029.77","$123,323.02"
MALE GENITALIA,54450,TOTAL,"2,710","$162,029.77","$123,323.02"
MALE GENITALIA,54500,OTHER,18,"$1,209.30",$946.04
MALE GENITALIA,54500,TOTAL,18,"$1,209.30",$946.04
MALE GENITALIA,54505,80S,N/A,$0.00,$0.00
MALE GENITALIA,54505,OTHER,56,"$14,256.16","$9,295.13"
MALE GENITALIA,54505,TOTAL,56,"$14,256.16","$9,295.13"
MALE GENITALIA,54512,80S,N/A,$0.00,$0.00
MALE GENITALIA,54512,OTHER,211,"$115,072.77","$87,820.64"
MALE GENITALIA,54512,TOTAL,211,"$115,072.77","$87,820.64"
MALE GENITALIA,54520,80S,N/A,$0.00,$0.00
MALE GENITALIA,54520,SG,12,"$11,894.57","$9,325.34"
MALE GENITALIA,54520,OTHER,"2,434","$986,730.82","$763,501.08"
MALE GENITALIA,54520,TOTAL,"2,446","$998,625.39","$772,826.42"
MALE GENITALIA,54522,80S,N/A,$225.46,$176.76
MALE GENITALIA,54522,OTHER,51,"$28,831.86","$22,534.99"
MALE GENITALIA,54522,TOTAL,54,"$29,057.32","$22,711.75"
MALE GENITALIA,54530,80S,61,"$4,389.33","$3,443.32"
MALE GENITALIA,54530,SG,N/A,"$7,146.81","$5,582.54"
MALE GENITALIA,54530,OTHER,"1,261","$757,157.56","$586,528.12"
MALE GENITALIA,54530,TOTAL,"1,327","$768,693.70","$595,553.98"
MALE GENITALIA,54535,80S,N/A,$62.70,$49.16
MALE GENITALIA,54535,OTHER,19,"$10,904.98","$8,519.67"
MALE GENITALIA,54535,TOTAL,20,"$10,967.68","$8,568.83"
MALE GENITALIA,54550,80S,N/A,$172.48,$135.23
MALE GENITALIA,54550,OTHER,24,"$12,234.44","$9,587.78"
MALE GENITALIA,54550,TOTAL,26,"$12,406.92","$9,723.01"
MALE GENITALIA,54600,OTHER,53,"$23,276.18","$18,221.23"
MALE GENITALIA,54600,TOTAL,53,"$23,276.18","$18,221.23"
MALE GENITALIA,54620,OTHER,48,"$11,913.43","$8,682.46"
MALE GENITALIA,54620,TOTAL,48,"$11,913.43","$8,682.46"
MALE GENITALIA,54640,80S,N/A,$480.13,$375.26
MALE GENITALIA,54640,SG,N/A,"$1,265.23",$991.94
MALE GENITALIA,54640,OTHER,274,"$149,286.89","$115,647.84"
MALE GENITALIA,54640,TOTAL,283,"$151,032.25","$117,015.04"
MALE GENITALIA,54650,80S,N/A,$126.62,$99.27
MALE GENITALIA,54650,OTHER,N/A,"$5,783.27","$4,520.47"
MALE GENITALIA,54650,TOTAL,N/A,"$5,909.89","$4,619.74"
MALE GENITALIA,54660,80S,N/A,$0.00,$0.00
MALE GENITALIA,54660,OTHER,17,"$6,498.30","$5,010.57"
MALE GENITALIA,54660,TOTAL,17,"$6,498.30","$5,010.57"
MALE GENITALIA,54670,OTHER,16,"$6,507.37","$5,100.01"
MALE GENITALIA,54670,TOTAL,16,"$6,507.37","$5,100.01"
MALE GENITALIA,54680,80S,N/A,$162.39,$127.31
MALE GENITALIA,54680,OTHER,43,"$37,067.12","$28,992.96"
MALE GENITALIA,54680,TOTAL,44,"$37,229.51","$29,120.27"
MALE GENITALIA,54690,80S,N/A,$430.09,$337.19
MALE GENITALIA,54690,OTHER,20,"$11,343.40","$8,888.29"
MALE GENITALIA,54690,TOTAL,25,"$11,773.49","$9,225.48"
MALE GENITALIA,54692,80S,N/A,$0.00,$0.00
MALE GENITALIA,54692,OTHER,N/A,"$1,537.12","$1,205.10"
MALE GENITALIA,54692,TOTAL,N/A,"$1,537.12","$1,205.10"
MALE GENITALIA,54699,OTHER,N/A,$0.00,$0.00
MALE GENITALIA,54699,TOTAL,N/A,$0.00,$0.00
MALE GENITALIA,54700,80S,N/A,$0.00,$0.00
MALE GENITALIA,54700,SG,N/A,$782.83,$613.73
MALE GENITALIA,54700,OTHER,"1,937","$413,695.85","$316,406.29"
MALE GENITALIA,54700,TOTAL,"1,938","$414,478.68","$317,020.02"
MALE GENITALIA,54800,OTHER,N/A,$316.68,$248.28
MALE GENITALIA,54800,TOTAL,N/A,$316.68,$248.28
MALE GENITALIA,54830,80S,N/A,$111.11,$87.11
MALE GENITALIA,54830,SG,N/A,$391.42,$306.88
MALE GENITALIA,54830,OTHER,421,"$166,458.02","$127,866.23"
MALE GENITALIA,54830,TOTAL,424,"$166,960.55","$128,260.22"
MALE GENITALIA,54840,80S,N/A,$0.00,$0.00
MALE GENITALIA,54840,SG,32,"$21,765.42","$17,051.52"
MALE GENITALIA,54840,OTHER,"2,549","$937,011.41","$716,277.86"
MALE GENITALIA,54840,TOTAL,"2,581","$958,776.83","$733,329.38"
MALE GENITALIA,54860,80S,N/A,$0.00,$0.00
MALE GENITALIA,54860,SG,N/A,"$3,511.14","$2,287.26"
MALE GENITALIA,54860,OTHER,547,"$244,138.85","$185,683.58"
MALE GENITALIA,54860,TOTAL,553,"$247,649.99","$187,970.84"
MALE GENITALIA,54861,80S,N/A,$75.12,$58.90
MALE GENITALIA,54861,SG,N/A,$0.00,$0.00
MALE GENITALIA,54861,OTHER,73,"$46,179.91","$35,834.20"
MALE GENITALIA,54861,TOTAL,74,"$46,255.03","$35,893.10"
MALE GENITALIA,54865,OTHER,14,"$5,765.19","$4,519.88"
MALE GENITALIA,54865,TOTAL,14,"$5,765.19","$4,519.88"
MALE GENITALIA,54900,OTHER,N/A,$903.85,$708.62
MALE GENITALIA,54900,TOTAL,N/A,$903.85,$708.62
MALE GENITALIA,54901,OTHER,N/A,$0.00,$0.00
MALE GENITALIA,54901,TOTAL,N/A,$0.00,$0.00
MALE GENITALIA,55000,OTHER,"4,241","$495,364.22","$353,742.60"
MALE GENITALIA,55000,TOTAL,"4,241","$495,364.22","$353,742.60"
MALE GENITALIA,55040,80S,N/A,$33.20,$25.76
MALE GENITALIA,55040,SG,48,"$65,286.44","$50,187.83"
MALE GENITALIA,55040,OTHER,"7,214","$3,642,510.84","$2,781,426.21"
MALE GENITALIA,55040,TOTAL,"7,263","$3,707,830.48","$2,831,639.80"
MALE GENITALIA,55041,80S,N/A,$0.00,$0.00
MALE GENITALIA,55041,SG,N/A,"$8,517.44","$6,677.66"
MALE GENITALIA,55041,OTHER,882,"$558,075.19","$430,337.77"
MALE GENITALIA,55041,TOTAL,888,"$566,592.63","$437,015.43"
MALE GENITALIA,55060,80S,N/A,$163.81,$111.74
MALE GENITALIA,55060,SG,N/A,"$7,055.29","$5,291.94"
MALE GENITALIA,55060,OTHER,"1,111","$492,049.46","$375,715.75"
MALE GENITALIA,55060,TOTAL,"1,123","$499,268.56","$381,119.43"
MALE GENITALIA,55100,80S,N/A,$0.00,$0.00
MALE GENITALIA,55100,SG,N/A,"$1,128.89",$625.50
MALE GENITALIA,55100,OTHER,"1,637","$283,572.32","$214,119.13"
MALE GENITALIA,55100,TOTAL,"1,639","$284,701.21","$214,744.63"
MALE GENITALIA,55110,80S,N/A,$0.00,$0.00
MALE GENITALIA,55110,SG,N/A,"$1,674.20","$1,312.57"
MALE GENITALIA,55110,OTHER,414,"$146,608.03","$112,272.93"
MALE GENITALIA,55110,TOTAL,417,"$148,282.23","$113,585.50"
MALE GENITALIA,55120,80S,N/A,$94.42,$74.03
MALE GENITALIA,55120,OTHER,73,"$25,014.47","$19,444.20"
MALE GENITALIA,55120,TOTAL,75,"$25,108.89","$19,518.23"
MALE GENITALIA,55150,80S,27,"$1,551.68","$1,152.46"
MALE GENITALIA,55150,SG,N/A,"$1,254.98",$983.90
MALE GENITALIA,55150,OTHER,408,"$190,698.51","$147,181.16"
MALE GENITALIA,55150,TOTAL,436,"$193,505.17","$149,317.52"
MALE GENITALIA,55175,80S,N/A,$94.47,$74.07
MALE GENITALIA,55175,OTHER,525,"$172,608.48","$134,174.38"
MALE GENITALIA,55175,TOTAL,527,"$172,702.95","$134,248.45"
MALE GENITALIA,55180,80S,14,$771.88,$605.23
MALE GENITALIA,55180,SG,N/A,"$1,764.27","$1,383.19"
MALE GENITALIA,55180,OTHER,252,"$145,065.22","$113,001.67"
MALE GENITALIA,55180,TOTAL,267,"$147,601.37","$114,990.09"
MALE GENITALIA,55200,80S,N/A,$0.00,$0.00
MALE GENITALIA,55200,OTHER,N/A,"$2,642.46","$2,085.55"
MALE GENITALIA,55200,TOTAL,N/A,"$2,642.46","$2,085.55"
MALE GENITALIA,55250,80S,N/A,$0.00,$0.00
MALE GENITALIA,55250,SG,N/A,$719.48,$564.07
MALE GENITALIA,55250,OTHER,78,"$23,837.73","$17,639.36"
MALE GENITALIA,55250,TOTAL,79,"$24,557.21","$18,203.43"
MALE GENITALIA,55400,80S,N/A,$80.38,$63.01
MALE GENITALIA,55400,OTHER,N/A,"$7,744.84","$5,739.41"
MALE GENITALIA,55400,TOTAL,11,"$7,825.22","$5,802.42"
MALE GENITALIA,55500,80S,N/A,$203.89,$158.89
MALE GENITALIA,55500,OTHER,332,"$158,628.89","$121,172.81"
MALE GENITALIA,55500,TOTAL,336,"$158,832.78","$121,331.70"
MALE GENITALIA,55520,80S,360,"$14,456.47","$11,182.32"
MALE GENITALIA,55520,SG,N/A,"$4,384.20","$3,437.22"
MALE GENITALIA,55520,OTHER,"3,246","$1,018,105.71","$786,306.33"
MALE GENITALIA,55520,TOTAL,"3,613","$1,036,946.38","$800,925.87"
MALE GENITALIA,55530,80S,N/A,$0.00,$0.00
MALE GENITALIA,55530,SG,N/A,"$1,174.73",$920.98
MALE GENITALIA,55530,OTHER,213,"$104,875.76","$80,707.43"
MALE GENITALIA,55530,TOTAL,214,"$106,050.49","$81,628.41"
MALE GENITALIA,55535,OTHER,15,"$7,656.88","$5,949.79"
MALE GENITALIA,55535,TOTAL,15,"$7,656.88","$5,949.79"
MALE GENITALIA,55540,80S,N/A,$0.00,$0.00
MALE GENITALIA,55540,OTHER,57,"$31,350.04","$24,527.17"
MALE GENITALIA,55540,TOTAL,57,"$31,350.04","$24,527.17"
MALE GENITALIA,55550,80S,N/A,$183.60,$143.94
MALE GENITALIA,55550,OTHER,22,"$10,586.55","$8,299.82"
MALE GENITALIA,55550,TOTAL,28,"$10,770.15","$8,443.76"
MALE GENITALIA,55559,80S,40,"$2,108.27","$1,648.64"
MALE GENITALIA,55559,OTHER,151,"$58,093.36","$44,952.56"
MALE GENITALIA,55559,TOTAL,191,"$60,201.63","$46,601.20"
MALE GENITALIA,55600,80S,N/A,$56.19,$44.05
MALE GENITALIA,55600,OTHER,58,"$26,802.27","$20,617.36"
MALE GENITALIA,55600,TOTAL,59,"$26,858.46","$20,661.41"
MALE GENITALIA,55605,80S,N/A,$0.00,$0.00
MALE GENITALIA,55605,OTHER,N/A,"$1,041.29",$816.38
MALE GENITALIA,55605,TOTAL,N/A,"$1,041.29",$816.38
MALE GENITALIA,55650,80S,11,$844.07,$659.35
MALE GENITALIA,55650,OTHER,79,"$40,576.07","$31,791.70"
MALE GENITALIA,55650,TOTAL,90,"$41,420.14","$32,451.05"
MALE GENITALIA,55700,80S,N/A,$0.00,$0.00
MALE GENITALIA,55700,SG,889,"$693,247.04","$531,819.29"
MALE GENITALIA,55700,OTHER,"171,297","$47,750,438.92","$35,884,669.32"
MALE GENITALIA,55700,TOTAL,"172,186","$48,443,685.96","$36,416,488.61"
MALE GENITALIA,55705,80S,N/A,$0.00,$0.00
MALE GENITALIA,55705,OTHER,68,"$17,740.80","$13,619.89"
MALE GENITALIA,55705,TOTAL,68,"$17,740.80","$13,619.89"
MALE GENITALIA,55706,80S,N/A,$132.18,$103.62
MALE GENITALIA,55706,SG,76,"$92,778.16","$72,018.95"
MALE GENITALIA,55706,OTHER,"1,893","$933,886.06","$719,376.92"
MALE GENITALIA,55706,TOTAL,"1,971","$1,026,796.40","$791,499.49"
MALE GENITALIA,55720,OTHER,12,"$5,362.30","$4,204.03"
MALE GENITALIA,55720,TOTAL,12,"$5,362.30","$4,204.03"
MALE GENITALIA,55725,OTHER,N/A,"$3,508.87","$2,750.95"
MALE GENITALIA,55725,TOTAL,N/A,"$3,508.87","$2,750.95"
MALE GENITALIA,55801,80S,N/A,$772.94,$603.21
MALE GENITALIA,55801,OTHER,24,"$20,807.83","$15,680.53"
MALE GENITALIA,55801,TOTAL,32,"$21,580.77","$16,283.74"
MALE GENITALIA,55810,80S,29,"$5,596.70","$4,386.44"
MALE GENITALIA,55810,OTHER,106,"$137,229.15","$104,817.24"
MALE GENITALIA,55810,TOTAL,135,"$142,825.85","$109,203.68"
MALE GENITALIA,55812,80S,N/A,$459.29,$360.09
MALE GENITALIA,55812,OTHER,N/A,"$4,526.74","$3,535.98"
MALE GENITALIA,55812,TOTAL,N/A,"$4,986.03","$3,896.07"
MALE GENITALIA,55815,80S,N/A,"$1,450.52","$1,135.10"
MALE GENITALIA,55815,OTHER,14,"$24,089.48","$18,872.90"
MALE GENITALIA,55815,TOTAL,19,"$25,540.00","$20,008.00"
MALE GENITALIA,55821,80S,515,"$69,364.61","$54,001.89"
MALE GENITALIA,55821,OTHER,"1,066","$946,431.05","$733,882.91"
